tweetid,created,text,retweets,favorites,source.r,hashtag,num.emojis,emoji_names
5419,2017-10-16 20:25:46,Breaks my heart that this continues. No more sweeping this under the rug. Never again will I stay silent. #MeToo,0,0,WEB,#metoo,0,
5420,2017-10-16 21:11:36,"Only cause of rape r RAPIST. Dont ask how I was dressed, if intoxicated, w/ strangers etc for me it was from the ages 7-9 by my uncle #MeToo",0,9,IPHONE,#metoo,0,
5421,2017-10-16 23:26:27,A Conservative Comedian Just Made A Sexist <e2><80><9c>Joke<e2><80><9d> Amid #MeToo And Quickly Paid For It https://t.co/Y214v57x1l https://t.co/Y214v57x1l,0,0,NA,#metoo,0,
5422,2017-10-16 22:34:27,I liked a @YouTube video https://t.co/JSAnavKroh Sick of divide during a call for unity? #MeToo,0,0,NA,#metoo,0,
5423,2017-10-16 20:07:45,"Hell yes. Are you a man not sure what to do about your FB feed filling up with #metoo? Read this, and take action.<e2><80><a6> https://t.co/HKLqQngIoi",0,0,NA,#metoo,0,
5424,2017-10-16 20:12:00,Too many times to count. #MeToo,0,1,IPHONE,#metoo,0,
5425,2017-10-16 22:36:01,Seeing a lot of #metoo posts...fuck the world makes me so mad,0,1,IPHONE,#metoo,0,
5426,2017-10-16 23:59:13,#MeToo My story. https://t.co/CFpNR9KzZo,0,1,IPHONE,#metoo,0,
5427,2017-10-16 19:08:01,"#MeToo: Harvey Weinstein case moves thousands to tell their own stories of abuse, break silence https://t.co/qq4xFPy5DM - God brings an end",0,0,WEB,#metoo,0,
5428,2017-10-16 21:59:05,#MeToo: Sexual harassment stories sweep social media after Weinstein allegations https://t.co/cMDJHNtsXt https://t.co/5i62sqjppR,0,0,NA,#metoo,0,
5429,2017-10-16 23:32:00,A Conservative Comedian Just Made A Sexist <e2><80><9c>Joke<e2><80><9d> Amid #MeToo And Quickly Paid For It https://t.co/x4NpATv61K https://t.co/x4NpATv61K,0,0,NA,#metoo,0,
5430,2017-10-16 19:13:07,Uncomfortable memories #MeToo,0,0,NA,#metoo,0,
5431,2017-10-16 20:32:58,"In the last 24 hours, the hashtag #MeToo has been tweeted nearly half a million times. CC @Alyssa_Milano https://t.co/IJLR4kALVI",0,0,WEB,#metoo,0,
5432,2017-10-16 19:42:54,Only reluctantly do I join the #MeToo campaign: https://t.co/5tgtRFJKHR,0,1,ANDROID,#metoo,0,
5433,2017-10-16 22:50:09,"#Metoo by family, coworkers, and strangers. #DontBlameTheVictims bc we never asked to be sexually assaulted/harassed",0,0,IPHONE,#metoo,0,
5434,2017-10-16 19:30:21,"@USSStellarDrift I'm so sorry. I've been there, also with an ex who said I was frigid if I didn't have sex with him<e2><80><a6> https://t.co/alLq2cFL9O",0,1,ANDROID,#metoo,0,
5435,2017-10-16 23:43:29,word. #MeToo #Resist https://t.co/H4ZJnu2RTP,1,1,WEB,#metoo,0,
5436,2017-10-16 23:37:26,"#metoo...Be the change the world needs to see, think before you comment and, if it applies, raise children to be better then we are",0,1,IPHONE,#metoo,0,
5437,2017-10-16 23:07:19,The scariest thing about this hashtag is that almost every girl I know has a reason to use it #MeToo,1,2,IPHONE,#metoo,0,
5438,2017-10-16 20:11:37,The latest What's HOT in Phoenix...! https://t.co/c9B2fKtRX3 #abc15 #metoo,0,0,NA,#metoo,0,
5439,2017-10-16 21:29:23,"https://t.co/p2ylYkICTs

No, I was not surprised by the scope of #MeToo.

Because there aren't two of me, either.  I just grew up.",0,0,ANDROID,#metoo,0,
5440,2017-10-16 19:11:47,"Men, when you say you're shocked by Harvey Weinstein's behaviour and the magnitude of the #MeToo campaign, I know t<e2><80><a6> https://t.co/DMznyaphvP",2,5,WEB,#metoo,0,
5441,2017-10-16 21:46:02,The military also has it share of sexual assaults and harassment #MeToo,1,1,NA,#metoo,0,
5442,2017-10-16 20:23:49,@haaretzcom @ArtilesDana Woody<e2><80><99>s choices broke my <ed><a0><bd><ed><b2><94>I so appreciated his humor &amp; talent. Strip honors based on Sun Y<e2><80><a6> https://t.co/eubcXnKU6e,0,0,IPHONE,#metoo,1,broken heart
5443,2017-10-16 19:40:41,@CNNPolitics Wow BREAKING NEWS TRUMP ON SEX ASSAULT ALLEGATION TRUMP CAMPAIGN SUBPOENA .TRUMP CALLING IT FAKE<e2><80><a6> https://t.co/WSkvG0aDlx,1,0,ANDROID,#metoo,0,
5444,2017-10-16 23:36:03,@jl_weber Wow finally #MeToo from a man. I<e2><80><99>ve been sad watching all these women come forth with devastating stories<e2><80><a6> https://t.co/04N5bilAGg,0,0,IPHONE,#metoo,0,
5445,2017-10-16 22:17:25,"In The Wake Of Harvey Weinstein Scandal, Women Say #MeToo https://t.co/tt9CJD0ZET #news #now https://t.co/KJr9qCTQAi",0,0,NA,#metoo,0,
5446,2017-10-16 23:12:09,#METOO <e2><80><94> feeling triggered and tried,0,2,NA,#metoo,0,
5447,2017-10-16 23:05:29,Media expert @TonyChapman joined us to discuss the power of the #MeToo social media campaign https://t.co/VkrtTfWIdu https://t.co/r45UXVkbjR,1,3,NA,#metoo,0,
5448,2017-10-16 19:48:13,"Ladies, we definitely need these #MeToo https://t.co/Y08PUoaXx8",0,0,WEB,#metoo,0,
5449,2017-10-16 19:55:54,"I'm failing to put it into words, but #MeToo is as close as I've gotten in years",0,1,ANDROID,#metoo,0,
5450,2017-10-16 22:39:44,The 1st I can<e2><80><99>t comment on. I see him around from time to time still. The 2nd promised to kill me if I ever called the police. #MeToo...,0,1,IPHONE,#metoo,0,
5451,2017-10-16 19:10:14,"For every brave person who has disclosed their survivor status.
For every brave person who cannot disclose their su<e2><80><a6> https://t.co/DLz5XF5agA",1,2,WEB,#metoo,0,
5452,2017-10-16 19:25:49,"#metoo 1/ 
I almost didn't post a ""me too"" status because my harassment was too commonplace. Just normal everyday things,",0,1,IPHONE,#metoo,0,
5453,2017-10-16 21:06:00,NOW: @HeidiStevens13 on the #MeToo movement and Mayam Bialik's NY Times op-ed. LISTEN: https://t.co/B8Uj8YVUxp #CJADLIVE,2,1,NA,#metoo,0,
5454,2017-10-16 22:22:00,"#MeToo has me sad today. My heart breaks for those who have come forward, and also for those who are sacred to. I am here to help in any way",0,2,NA,#metoo,0,
5455,2017-10-16 21:02:41,been going back and forth all day b/c i hate feeling vulnerable but i hate sex predators more.. so.. #metoo,1,14,WEB,#metoo,0,
5456,2017-10-16 19:04:48,Read #Metoo for #MondayMotivation,0,3,IPHONE,#metoo,0,
5457,2017-10-16 23:08:29,Man all these #MeToo stories are heartbreaking,0,2,IPHONE,#metoo,0,
5458,2017-10-16 23:49:38,"I hate to say it, but if everyone that knew something was going on, then maybe we wouldn<e2><80><99>t have to say #MeToo.",0,0,IPHONE,#metoo,0,
5459,2017-10-16 23:03:15,I cannot believe this is an actual comment I had to write in response to people converting #MeToo into <e2><80><9c>not me.<e2><80><9d> Do<e2><80><a6> https://t.co/8WuuVjFzXS,0,2,IPHONE,#metoo,0,
5460,2017-10-16 23:05:09,gonna end up getting shit 4 this but I dont care this #MeToo thing is a great concept but its not just women that get sexually harrased,0,2,ANDROID,#metoo,0,
5461,2017-10-16 21:15:08,Yes #MeToo ... I<e2><80><99>ve learned to deal with it but I shouldn<e2><80><99>t have to.,0,1,IPHONE,#metoo,0,
5462,2017-10-16 20:51:38,"#MeToo: If it were a disease, the @WHO would have formed an emergency task force to combat the pandemic and coordinate relief",0,1,WEB,#metoo,0,
5463,2017-10-16 22:19:36,Once from a manager in the workplace.  Once from a car salesman. #MeToo,0,0,WEB,#metoo,0,
5464,2017-10-16 20:28:47,#MeToo Thanks @jacksontkatz https://t.co/jAAVdJFGtx,0,1,WEB,#metoo,0,
5465,2017-10-16 22:14:44,This is my #metoo https://t.co/SvHSWJUvz6,0,1,IPHONE,#metoo,0,
5466,2017-10-16 19:57:09,#MeToo didn't even realize in 70's. It was just something that boys did.,0,1,IPHONE,#metoo,0,
5467,2017-10-16 23:44:50,"@BethMooreLPM #metoo and #wetoo Can fully heal, make sure that this evil does not happen to our own girls, and live free in Christ.",0,0,NA,#metoo,0,
5468,2017-10-16 22:11:13,@Alyssa_Milano Sadly I don<e2><80><99>t know a female adult who can<e2><80><99>t say #MeToo,0,4,IPHONE,#metoo,0,
5469,2017-10-16 23:46:17,So I went back and forth. Do I say it publicly? And it<e2><80><99>s been 35 FREAKING YEARS.  The things we carry can be so heavy. Just keep on. #MeToo,0,7,IPHONE,#metoo,0,
5470,2017-10-16 20:28:16,"#MeToo. <e2><a0><80><e2><81><b0>.<e2><a0><80><e2><81><b0>I typed this as a tweet last night and just stared at it for twenty minutes, unable to hit send. I th<e2><80><a6><e2><80><a6> https://t.co/DCkC3Xo95W",0,5,NA,#metoo,0,
5471,2017-10-16 22:54:44,Yes. #MeToo - keep talking about it. No more shadow space. This is important. https://t.co/UODhiC9COK,0,0,IPHONE,#metoo,0,
5472,2017-10-16 19:37:16,The #MeToo hashtag is making me angrysadresolutefuriousheartbrokenfierce,1,14,IPHONE,#metoo,0,
5473,2017-10-16 21:52:18,"me: *calls out men who like the #metoo statuses but have committed sexual harassment*

men who have sexually harass<e2><80><a6> https://t.co/4q9WCAVZpt",0,2,WEB,#metoo,0,
5474,2017-10-16 19:55:34,The latest The Cheryl Knauer Daily! https://t.co/aK09Pu4Vr0 Thanks to @tripgabriel @brandon_weigel @jmbeyond7 #metoo #family,0,0,NA,#metoo,0,
5475,2017-10-16 20:50:05,"If you<e2><80><99>re reading your feed today and still not convinced that #YesAllWomen experience this in their lifetime, you are the problem. #MeToo",1,1,IPHONE,#metoo,0,
5476,2017-10-16 22:09:45,The issue about the way a promotion of a product works makes me think of what kind of world we<e2><80><99>re living in and things people ignore #MeToo,2,5,IPHONE,#metoo,0,
5477,2017-10-16 19:34:46,Me too.  #MeToo,0,0,WEB,#metoo,0,
5478,2017-10-16 21:41:15,I spent 6 years at work miserable and angry before I finally had the courage to report it #metoo,0,4,IPHONE,#metoo,0,
5479,2017-10-16 20:26:39,Told to walk home with keys in your hand just in case #metoo,0,0,IPHONE,#metoo,0,
5480,2017-10-16 20:53:22,"#MeToo And my mom and at least two aunts who aren't on Twitter so, y'know. While we're counting the raised hands.",0,1,ANDROID,#metoo,0,
5481,2017-10-16 23:23:35,"So when will men start owning up to their actions? Because somebody is assaulting women, but they aren't the ones talking about it. #metoo",0,1,IPHONE,#metoo,0,
5482,2017-10-16 21:56:36,#metoo. It is alarmingly clear that most men don't have a clue what constitutes sexual harassment and think it's something only other men do,0,2,WEB,#metoo,0,
5483,2017-10-16 19:38:45,#metoo and i learned just what i deserve and i grew beyond it. i'm proud of what i've overcome.,0,5,IPHONE,#metoo,0,
5484,2017-10-16 19:50:07,"#MeToo When you start to go back through your life and realise just how many times it happened, but accepted them as one of those things.",0,0,IPHONE,#metoo,0,
5485,2017-10-16 20:36:39,#MeToo I stand with anyone who has been sexually harassed or abused. I know what it is like. I had to be strong on my own but I made it!,0,0,IPHONE,#metoo,0,
5486,2017-10-16 19:20:55,"I had this same thought, but if you remember it and it made you uncomfortable or felt wrong, then yes, it WAS wrong<e2><80><a6> https://t.co/LgwDdprdyq",1,5,WEB,#metoo,0,
5487,2017-10-16 19:28:03,"Thank you @witchoria #artist #artistsoninstagram #metoo #ibelieveyou @ New York, New York https://t.co/95IrjgGZlE",0,1,NA,#metoo,0,
5488,2017-10-16 22:24:53,"i've been anxious today because of #MeToo as i've relived my experiences but if sexual abuse gets the attention needed, it's worth it.",0,6,IPHONE,#metoo,0,
5489,2017-10-16 23:42:41,"glad to see so many speaking openly abt gendered violence, but also feel like women/femmes are long past pt of needing to ""prove it"" #MeToo",0,9,NA,#metoo,0,
5490,2017-10-16 21:24:47,Breaks my heart to know that most girls I know have suffered in some way... #MeToo,1,22,IPHONE,#metoo,0,
5491,2017-10-16 22:30:10,Me too. A society that excuses sexual harassment is one that enables and is complicit in sexual assault as well. #MeToo,0,1,IPHONE,#metoo,0,
5492,2017-10-16 19:41:46,Because I felt I had to google if my experiences counted... #MeToo https://t.co/xCB7opBppV,0,2,IPHONE,#metoo,0,
5493,2017-10-16 21:28:18,"#MeToo aged 13
#StrongerTogether",0,0,ANDROID,#metoo,0,
5494,2017-10-16 21:28:20,#MeToo 30yrs ago a bloke took without consent and massive stigma  in society silenced me as it continues to silence others. Not me now.,0,0,NA,#metoo,0,
5495,2017-10-16 21:54:52,"Am I the only one fucking triggered by #MeToo? I get it, let's share stories &amp; raise awareness but ffs post a gd ""trigger warning"" first <ed><a0><bd><ed><b8><96>",0,2,IPHONE,#metoo,1,confounded face
5496,2017-10-16 19:58:59,I love working in agriculture but my list is just as long as Julie-Anne's. My friends' lists are long too. #metoo https://t.co/VLwBxLY9Hi,0,7,WEB,#metoo,0,
5497,2017-10-16 22:44:46,seeing all the #metoo tweets on my tl is breaking my heart. you're all so strong and deserve the best *tight hug* <ed><a0><bd><ed><b2><95>,0,0,ANDROID,#metoo,1,two hearts
5498,2017-10-16 20:53:47,#MeToo. I'm so tired of saying this. Women have been sharing stories for YEARS. Listen. Believe us. Stop harassing and assaulting women.,4,6,WEB,#metoo,0,
5499,2017-10-16 21:49:00,I don<e2><80><99>t have much of a #metoo story. But I remember telling someone about a school VP who was...overly-flirtatious.,0,0,IPHONE,#metoo,0,
5500,2017-10-16 23:38:55,And yes #MeToo,0,2,IPHONE,#metoo,0,
5501,2017-10-16 22:31:28,Re: #MeToo movement--Why are women the ones having to do the soul searching? Let's start seeing some #MeToos from t<e2><80><a6> https://t.co/tTUOTrMADJ,1,2,WEB,#metoo,0,
5502,2017-10-16 19:39:58,The hand up your skirt as you walk past in the nightclub #MeToo,0,3,IPHONE,#metoo,0,
5503,2017-10-16 19:51:39,"You know what? #metoo. Thing is, it happened over twenty years ago so I barely remember it. My husband barely knows. My parents don't.",0,0,WEB,#metoo,0,
5504,2017-10-16 20:17:32,"Me too
#MeToo",0,0,ANDROID,#metoo,0,
5505,2017-10-16 22:14:09,You're not alone. #MeToo,0,0,ANDROID,#metoo,0,
5506,2017-10-16 22:56:06,"If all the people who have been sexually harassed or assaulted wrote ""Me too"" as a status, ...

#MeToo",0,0,IPHONE,#metoo,0,
5507,2017-10-16 23:24:11,"Abused once as a kid, harassed too many times to count once I got boobs. #MeToo",0,0,ANDROID,#metoo,0,
5508,2017-10-16 19:42:29,"Sadly, #MeToo <ed><a0><bd><ed><b8><a6>",0,0,ANDROID,#metoo,1,frowning face with open mouth
5509,2017-10-16 19:32:37,Sex exploitation 'rife in music industry' https://t.co/wyEyDwauQx #metoo,0,0,NA,#metoo,0,
5510,2017-10-16 19:54:31,All women who<e2><80><99>ve been sexually harassed or assaulted write #MeToo as status. May we now have a sense of the magnitude of the problem. #MeToo,0,0,IPHONE,#metoo,0,
5511,2017-10-16 21:56:52,"I've almost been sexually assaulted when I was 14, and I relate to this trend very well. #MeToo",0,0,WEB,#metoo,0,
5512,2017-10-16 20:50:14,"""It's just a joke. It's not like I'm into you"" #MeToo",0,2,ANDROID,#metoo,0,
5513,2017-10-16 22:42:55,#MeToo and too many people I know. Our culture enables this abuse by making the victims feel shame.,0,4,IPHONE,#metoo,0,
5514,2017-10-16 23:14:48,"Actually, every single woman is going to be sexually harassed at some point of her Life. At least once. #MeToo",1,4,ANDROID,#metoo,0,
5515,2017-10-16 19:32:46,Too many times I can count tbh. It<e2><80><99>s not something that should ever be this common. #MeToo,0,0,IPHONE,#metoo,0,
5516,2017-10-16 23:25:20,You know how they say it<e2><80><99>s usually someone you already know? It<e2><80><99>s true.  #MeToo,2,3,IPHONE,#metoo,0,
5517,2017-10-16 20:29:00,#MeToo. If all the women who<e2><80><99>ve been sexually harassed/assaulted tweeted #MeToo we might give people a sense of the magnitude of the problem,0,1,IPHONE,#metoo,0,
5518,2017-10-16 21:08:32,"Of course I knew sexual harassment &amp; assualt were common, but overwhelmed by social media today. Our bodies are not public property. #MeToo",4,7,WEB,#metoo,0,
5519,2017-10-16 21:59:34,"#MeToo we all need to think about sexual harassment, even when you work in a maternity service. https://t.co/eXPQOrd9eT",1,2,IPHONE,#metoo,0,
5520,2017-10-16 23:21:34,JUS A QUICK REMINDER THAT ANYONE POSTING WITH THE #metoo DONT OWE YOU THEIR STORIES &amp; EXPERIENCES,1,7,IPHONE,#metoo,0,
5521,2017-10-16 22:31:02,"#MeToo 
If all people who have been sexually harassed or assaulted wrote #MeToo we might give people a sense of the magnitude of the problem",0,0,WEB,#metoo,0,
5522,2017-10-16 20:40:57,"Was going to steer clear of this, but #MeToo ...It's CLEARLY too normal... It shouldn't be. It just should not be.",0,3,ANDROID,#metoo,0,
5523,2017-10-16 22:35:29,"#MeToo 
I was 13. 
He is my best friends boyfriend. Still is. 
Boys will be boys.

They've all forgotten. 
I haven't.",0,1,ANDROID,#metoo,0,
5524,2017-10-16 19:10:34,@wokeluisa Or you did go to the police and they did fuck all about it. Twice #metoo,0,0,IPHONE,#metoo,0,
5525,2017-10-16 23:11:13,@HoneyKinny Maybe if we<e2><80><99>re all honest it will get easier. <e2><9c><8a><ef><b8><8f><e2><9d><a4><ef><b8><8f> #MeToo,0,1,IPHONE,#metoo,2,"raised fist, red heart"
5526,2017-10-16 21:20:05,@YourLocalJacob @load_up_on_guns @Alyssa_Milano Also despite what u &amp; others have said in the thread #MeToo started<e2><80><a6> https://t.co/AtJ86CUDUw,0,0,ANDROID,#metoo,0,
5527,2017-10-16 22:56:22,"""you know how boys are.""
Yup, #metoo",0,0,IPHONE,#metoo,0,
5528,2017-10-16 23:23:21,"Have you read through #metoo and thought ""well I haven't done that so I'm good.""? Wrong. You're literally just passing the lowest bar.",0,0,ANDROID,#metoo,0,
5529,2017-10-16 23:46:37,"#metoo ass grabbed 1st yr uni party, pressured to go home with guy second year, catcalled th other day, asked 'can i lick your pussy' on PT",0,0,WEB,#metoo,0,
5530,2017-10-16 22:51:36,@theAGU defined sexual harassment as scientific misconduct - a first step. #sci4all #metoo https://t.co/Ys2pNzeiqK<e2><80><a6> https://t.co/j8rPVV4KZ3,0,4,WEB,#metoo,0,
5531,2017-10-16 19:44:06,Nowhere near enough characters to capture all the sexual harassment I've experienced in my 36 years #MeToo,0,1,WEB,#metoo,0,
5532,2017-10-16 23:49:54,"#metoo, so many fucking times, and for so long I felt guilty and ashamed and blamed myself for it.",0,1,ANDROID,#metoo,0,
